,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,mfcc_41,mfcc_42,mfcc_43,mfcc_44,mfcc_45,mfcc_46,mfcc_47,mfcc_48,mfcc_49,mfcc_50,mfcc_51,mfcc_52,mfcc_53,mfcc_54,mfcc_55,mfcc_56,mfcc_57,mfcc_58,mfcc_59
100,-283.51377344281224,100.96885344718707,-42.54758711063683,-1.4595947752835297,-10.530559842479734,-9.068957187939754,2.229781376032843,-4.022494334931879,1.665676572990849,6.917521342182858,0.5407432003125935,12.664589799743947,-4.963095709070792,5.217142008987301,-4.251951577586758,-0.4731861307245056,-3.991407433510515,-1.3727321449791396,0.2439511487040789,4.294386894572805,-0.3335966199348238,0.15840567609255363,0.17465054296897697,0.07467169442791786,-0.014900001893314434,-0.08754551920986325,-0.0364902610067527,0.04612012659458771,-0.04621943077090292,-0.027721205776985357,0.07313839302251991,0.06007782866387952,0.1115206015900358,0.08938377652810525,-0.006749274990963151,-0.020138136469579973,-0.19570621633680682,-0.16038182484223418,-0.10302548132166726,0.050002467719051175,-0.01522772015559772,-0.04465083615915125,0.007986970215073802,0.029885967763540702,0.03810048300158931,0.022086932003346202,-0.04476063368100392,0.011265827182520841,0.011264633958562387,-0.04334780944618883,-0.0034829107417719465,-0.012617811156492494,0.004746473457475795,-0.000680080907510673,0.044875157884235226,0.014040391787832588,0.004155603699758003,-0.01136870845542557,-0.02933873642162634,0.006894977596549503
536,-370.7459306747133,80.69501225671702,-29.721259523885543,3.913692950921502,-13.620304432040172,19.961324138918943,-3.385253826987059,-4.873561472310683,14.388627957556748,8.723587620291841,-1.9735337175653296,0.32088379710084564,-11.36086729846774,7.164109310421059,-0.9399070363705181,15.664607982661353,-5.130597297112493,9.841231442709576,0.8093793549582348,-4.0436370334335034,0.17479971851994786,-0.055026387755461446,-0.06420909972179846,-0.13039235664055443,-0.12032479715304137,-0.06287185134659816,0.07353845401570762,0.07039331851763153,0.10688436396163943,0.08205004865637108,0.03220389332943092,-0.05484247738697904,-0.12262223982528438,-0.11538523480550923,0.01666271568694834,-0.02869374547959945,-0.00911807138969524,-0.018528176158539984,0.052516335288445494,0.0662920114990183,0.026672387504663688,0.014281382360561996,0.009599587533319213,0.00728358058834936,-0.010088901286138163,-0.012313034396896709,-0.010978817522831764,-0.00746983239541867,-0.007597340503347918,0.0006721307391032148,-0.013272637879523414,0.002435920244886842,-0.006094526778869025,-0.024157244827828404,-0.012314068903940765,0.01747771129384713,0.015222410915516451,-0.010574303649820066,-0.0235030185980929,-0.009999997287716349
537,-356.9845569131809,69.50905428079481,-28.106183553357937,7.3754816448658165,-7.682433189584186,25.822063831038513,-5.173008424751272,-6.848260265264084,10.70624787795989,5.945512185333397,1.1368729258248695,8.3578240454627,-7.9833044997448335,6.795675145482044,-3.840979663770464,13.71833331926739,-7.150190547511641,7.518305144589596,0.918419627293607,2.66508638074116,0.07860974467672227,0.07410180701568918,0.11137966243774719,0.1340264836544948,0.12013574272303255,0.06687214595733204,-0.0030447837979726685,-0.06220045004642041,-0.11375651618681257,-0.1185967397038596,-0.026428014841883334,0.03701062575174654,0.03613739753376829,0.025974682561784302,-0.08407492775297351,-0.07601110021217417,-0.04827597737409332,-0.012691495544970979,0.002506275726993037,0.05799471037088798,0.029897620214320273,-0.020443925419463133,0.015427162999765008,-0.01688127237954934,-0.008762542634253707,-0.013354931360369906,1.3759192741286793e-05,-0.0075126852161041015,-0.003497342957820724,-0.007828354665493193,-0.012976094840058534,-0.010692842536775016,-0.00983948917367175,-0.011575093361152056,-0.006042683879875038,-0.003710246521937771,0.0009480009202387428,0.004734981595624376,0.011589848115603036,0.003926596893595516
538,-311.1755988150676,69.53169020478177,-25.070675160213785,-0.6942977233445706,-10.34117239178629,25.24569537602531,-1.6756791824476838,1.159584238377583,12.983598340400453,2.7682632796564683,-1.2720638579790602,1.7731095571432822,-9.674411311650326,12.168478305907882,-1.0352971134754094,16.819990494677874,-5.648850889760115,10.341909538547913,-5.882984772515969,-8.217688720448466,-0.05089398590977072,0.03601430563839197,0.06981359930854217,0.09009631874620455,0.0942824093593094,0.0716800308706634,0.0053278406956016565,-0.018532410490377838,-0.013202567728000915,-0.05830217554729926,0.01591249978704786,0.0938481533155342,0.08759206709822429,0.03362985112408354,-0.05845557419827307,-0.0700085478969054,-0.04916127587337677,0.010072312473121733,0.043670756983278824,0.037155848620334844,0.041195843834297495,-0.0024494458178722775,-0.0012522782281163573,-0.010427420811497798,-0.013808768055844396,0.0018262870393774564,0.015138075399520327,-0.008238793591864269,-0.006863050678733209,0.0016834672914294705,-0.011709546890964203,0.0016251597094821529,-0.004725193863113299,0.019129234707270067,0.00801153336680556,0.00806746176903319,-0.0026465943492634285,0.005095329238810569,0.001100522662323591,0.003646123470394346
539,-297.68566512119565,95.02798214832148,-44.50754931340693,15.22929221545808,-11.709790202106921,17.868927208183784,-5.5236526530228165,-1.9619810516145162,15.887997636561801,2.101734382518159,-3.19629605610431,10.404512103411008,-4.635737620039109,7.265252949649113,-3.9753957998228295,12.595796133885033,-4.3252478828251695,4.719252361331081,-0.5686960580350789,4.802906964543155,0.1826418658828639,-0.051672992163477746,-0.011932335572727179,-0.006945411363677783,-0.009732527066264056,0.00860461150782744,0.017844586870779326,0.0035916565393676204,-0.01000708231436128,-0.0071061181222991186,-0.06212487589448241,-0.03956341510757086,-0.00014855793094004023,-0.028726636321006273,-0.03642310412385273,-0.02800117143162562,-0.06703626421621754,-0.007893909095198997,-0.04840372209683308,-0.02142374190524002,-0.01640565809677097,0.010139894532219407,-0.01358624147623188,0.014295002108525245,0.011544281423157367,-0.0035587362286632128,-0.0029597349986581656,0.003087556876896609,0.01499000057890679,0.002129812371428175,-0.00671493698011371,-0.0025227396730332146,0.004114965739060271,0.003888145652873101,-0.006173795497928473,-0.012163591389118544,0.004634370015616021,0.007706053448358766,0.010739350600447204,0.011615883384474513
540,-315.26138929762743,84.83139812052794,-45.087957227361116,15.850954920380266,-11.131990401236072,17.234178730628102,-6.769879214404789,-3.8271972117614697,18.84815222523025,-0.19391257007799462,-9.027522192721973,9.659307780088232,-5.5819016833096144,9.181006370775439,-4.679699900731268,12.299083602132319,-6.752392085721606,5.70442488610781,-0.7981325322970761,3.982773561878651,-0.3884054255120569,-0.1289945087500817,0.042752425758855885,-0.08162737482075935,-0.0026306228861988383,-0.030066101066690686,0.03872466108242569,0.07840120467186659,0.016180707345882197,0.015968048408376147,-0.07236243599039788,0.011216925670775531,0.0077856678768849635,-0.015795434984957932,-0.051923084333215686,-0.02220374141490756,-0.03823561226969861,-0.04875738436477922,-0.0037029487900517594,0.004947333027777826,0.016466056240595866,-0.009389955457394622,0.004042549244714735,-0.00402086933915105,0.0014032590799831542,0.0004539947957275413,0.006447005765573697,-0.0010049642376639117,-0.0011814209480329012,0.0013584915579665415,0.003991694656043503,0.0019095502794572534,-0.0007980013029640996,-0.011150052623798826,-0.013858762846994242,-0.01564215363395875,0.00892031819440855,0.021541601918845847,0.013626150938088204,0.010751923507138286
541,-344.93178123739204,85.06527589096645,-38.2332633195593,0.16124302724013054,-10.602207987622586,21.80520739050503,-0.39201597954526063,1.0769345893627866,12.382804924202484,-0.1442514464317164,-6.556974489686524,1.759561567237713,-8.87798296382305,10.795447958276725,1.0414283895394594,15.258883788317497,-6.214123898673952,6.3716816634829305,-3.1812805892970646,-0.5292361000800283,0.0362781411826837,-0.0759385217870211,-0.009077139562886052,-0.06565376896785566,0.014191491069850258,-0.03744239861788853,0.07120287346641861,0.14293237076922388,-0.0038387368754908787,-0.024994942732735184,0.045854337604202086,-0.06273800243672083,-0.08779044325294445,0.05335652005825971,0.07029372014418162,0.05010454609660852,0.05424767155920286,0.061313704290294216,-0.06968552098807819,-0.07645859349878567,-0.007726717683007304,0.03338023633623277,-0.006020005957089322,-0.0007114565720364386,-0.010542111817058088,-0.0012703175082931213,0.012671606801729428,0.002738421109827741,0.0014393748204400184,0.002984426675975815,-0.0019179989511063412,-0.0023259524409117885,-0.017046901595526392,-0.020280001545299946,-0.013519335248605845,-0.013696629240626382,0.015127803576278857,-0.0039018331058198533,0.0053194977585949346,-0.0018542748899030314
599,-322.64641993294117,114.99934897668109,-63.781833293222675,-58.90805094857724,-31.08987477004257,-18.84042260556014,-40.93776207525484,-27.73260698824431,-17.563604991406407,-14.91054814088805,-20.527321502477413,-14.902423666406921,-15.81660067504572,-3.096697736209701,0.26641280740486584,5.583369792805042,2.43247883880759,2.939596075610894,-5.670694891417667,-4.27592896908956,0.33730258031303917,-0.14875309922141824,-0.271086432256886,-0.19233345718751615,-0.12938952618893867,0.15297760730852794,-0.0626435181464116,-0.08157229429533842,-0.03200909230265534,-0.05429328340514479,-0.11356452704378203,-0.08607150972551751,-0.10605210296110983,-0.01821881665015752,0.11305808321046341,0.16346458127993238,0.1771836275603369,0.0730734651259448,-0.09213259409158889,-0.18775468735775863,-0.3036539034753182,-0.029564867429153947,0.11482642356083111,0.06065275988930384,0.07397548650506172,-7.85771407253531e-05,0.07755690892186537,0.0456402972379815,0.015977670741065157,0.033171854305688274,0.050429249275649055,0.01118069969306776,0.04036333844889483,0.053721991271170964,-0.001509964744156595,-0.024453455033668716,-0.04315225327632967,-0.022796640131383078,-0.002963150515041839,0.0184637737546384
600,-334.79561429129404,116.10694582395794,-49.17695448624999,-54.607154160909836,-31.677431224938577,-21.605224237344572,-39.56110355216651,-26.181265819322086,-17.83104519561034,-14.117586107461126,-17.30091697059919,-14.005816529695032,-14.152988618052937,-2.666434734555078,-0.04094975493529851,4.243939932613257,0.5175496909256392,0.898888090775075,-3.1943680922493205,-2.7755803637455827,0.6761240614633133,0.2848445356217238,-0.06291510205397148,-0.04449812428676521,-0.07406497319940208,0.07752784053995361,-0.06218657765200034,-0.03878156644833021,0.08107143552234229,0.018893805110660068,-0.022971139026402503,-0.060836636476846576,-0.0078672212349798,0.08043565541889645,0.033989915013321256,0.07123021056078649,0.061031250314731174,0.015689767117561985,0.01660136417906364,-0.016748200619649357,0.06360585597935275,0.048877065742409194,0.039381175675640666,0.035964334965733855,0.048680255356967836,0.04569454775482111,0.01952324516600791,0.03902773837013961,0.021080921675559094,0.00924942486002607,0.018305196748276548,0.011234670981730172,0.011373751829216691,0.0023708569761719473,-0.0021782656910949833,0.008633238265945909,0.007699085279052877,0.01249835488811342,0.018080433778030654,-0.008419451136393285
601,-348.08856977340105,108.74399757574778,-45.7189698605867,-48.13680356669767,-25.602612493142246,-21.42740318769838,-33.51208673627594,-23.07622341837438,-20.34202607033546,-14.717734511578405,-17.498096196466694,-12.201043219443614,-12.16260491180304,-2.826570145346842,-3.2525791949333924,0.37099403851170254,-3.174840133871983,-0.46485842202245475,-4.739811899723184,-2.2979327587308997,-0.762053867707934,-0.3291335122388588,-0.08098668181196071,0.14046747856924896,0.161241893394148,-0.022344986929426727,0.2895087061089868,0.05906474198266223,-0.08017202894910463,-0.06566187681741974,-0.009660965334114936,0.09703751424007474,0.04117803368377655,-0.047731975222086144,-0.1125058334954014,-0.13862991522589338,-0.1240594125474781,-0.10576916423194742,-0.06561813747476015,0.01427021741785959,0.11995278033995435,0.053473048333443005,0.037139659695139736,0.028527069218897385,0.018214634147361554,0.01889942190435177,-0.01595413181705852,0.027709522624945256,0.02107027154913661,0.009806002201401586,0.0035714224047539503,0.00466666613010445,0.019090218498390307,0.014278118440642255,0.015322849553050539,0.017952385360099715,0.020669771671228174,0.01811923848547786,0.01272912824080218,-0.0046748484648538235
